0	0.001476
1	0.006039
2	0.003002
3	0.002046
4	0.001555
5	0.001245
6	0.001029
7	0.000901
8	0.001127
9	0.001109
10	0.001261
11	0.001215
12	0.000888
13	0.000873
14	0.000822
15	0.000847
16	0.000796
17	0.000831
18	0.001337
19	0.000896
20	0.000785
21	0.000833
22	0.000684
23	0.000824
24	0.000875
25	0.000839
26	0.000850
27	0.000779
28	0.000788
29	0.000755
30	0.000823
31	0.000784
